Ball Handling,Footwork,Attacking,Defending,Shooting,position
91,87,57,90,15,Goal Keeper
100,92,55,90,13,Goal Keeper
83,92,52,91,19,Goal Keeper
89,87,56,93,16,Goal Keeper
98,89,55,93,20,Goal Keeper
86,85,54,99,17,Goal Keeper
95,100,60,96,20,Goal Keeper
95,87,58,92,16,Goal Keeper
98,97,54,94,8,Goal Keeper
86,93,53,90,1,Goal Keeper
100,92,51,99,1,Goal Keeper
98,95,50,90,6,Goal Keeper
88,82,60,95,4,Goal Keeper
82,93,56,97,4,Goal Keeper
85,82,57,100,2,Goal Keeper
84,97,58,93,16,Goal Keeper
100,94,54,94,8,Goal Keeper
96,94,52,92,9,Goal Keeper
88,97,56,90,17,Goal Keeper
82,92,50,98,4,Goal Keeper
85,95,54,98,0,Goal Keeper
89,96,56,93,16,Goal Keeper
93,100,53,94,0,Goal Keeper
94,98,54,93,12,Goal Keeper
89,94,60,100,16,Goal Keeper
85,95,53,93,14,Goal Keeper
96,97,53,92,6,Goal Keeper
85,92,57,95,9,Goal Keeper
92,99,60,100,16,Goal Keeper
85,92,58,96,18,Goal Keeper
90,97,52,90,0,Goal Keeper
88,98,60,98,8,Goal Keeper
91,80,56,95,4,Goal Keeper
90,88,56,94,18,Goal Keeper
98,88,52,95,0,Goal Keeper
81,92,53,96,20,Goal Keeper
97,89,51,97,9,Goal Keeper
83,95,55,90,20,Goal Keeper
98,93,58,91,0,Goal Keeper
92,83,59,96,8,Goal Keeper
80,93,54,99,11,Goal Keeper
100,100,60,100,14,Goal Keeper
96,90,58,96,15,Goal Keeper
86,100,51,100,18,Goal Keeper
100,95,58,93,6,Goal Keeper
97,91,53,90,11,Goal Keeper
92,92,50,99,0,Goal Keeper
100,84,59,94,13,Goal Keeper
91,91,50,100,1,Goal Keeper
94,88,52,99,7,Goal Keeper
81,98,59,98,2,Goal Keeper
89,82,54,91,20,Goal Keeper
89,91,51,92,4,Goal Keeper
87,94,53,92,10,Goal Keeper
99,95,53,92,13,Goal Keeper
100,82,54,93,10,Goal Keeper
92,85,59,96,3,Goal Keeper
84,99,57,95,11,Goal Keeper
100,96,55,100,16,Goal Keeper
96,81,50,99,8,Goal Keeper
90,97,60,92,12,Goal Keeper
81,89,53,90,14,Goal Keeper
96,86,54,97,19,Goal Keeper
87,91,55,98,1,Goal Keeper
86,99,51,96,15,Goal Keeper
83,98,60,95,11,Goal Keeper
96,96,60,95,2,Goal Keeper
89,81,52,90,8,Goal Keeper
84,89,59,91,10,Goal Keeper
93,86,58,95,3,Goal Keeper
87,87,50,99,7,Goal Keeper
92,93,55,96,8,Goal Keeper
89,83,50,95,20,Goal Keeper
86,91,59,97,12,Goal Keeper
92,100,50,91,17,Goal Keeper
91,92,58,98,12,Goal Keeper
97,97,51,93,6,Goal Keeper
97,89,60,95,2,Goal Keeper
91,87,60,93,9,Goal Keeper
97,97,58,96,15,Goal Keeper
96,91,53,95,10,Goal Keeper
100,99,56,91,16,Goal Keeper
98,93,60,90,4,Goal Keeper
81,93,51,93,16,Goal Keeper
98,83,57,95,14,Goal Keeper
99,96,57,98,0,Goal Keeper
95,95,54,95,10,Goal Keeper
98,96,51,93,8,Goal Keeper
85,83,51,90,5,Goal Keeper
92,90,59,96,4,Goal Keeper
100,83,60,91,18,Goal Keeper
81,82,54,97,12,Goal Keeper
95,98,50,100,19,Goal Keeper
87,81,55,91,4,Goal Keeper
95,98,59,91,15,Goal Keeper
100,95,50,97,5,Goal Keeper
91,86,54,92,3,Goal Keeper
94,88,56,93,12,Goal Keeper
99,89,50,95,7,Goal Keeper
95,87,53,96,13,Goal Keeper
90,99,58,99,5,Goal Keeper
92,98,60,94,1,Goal Keeper
83,95,55,93,7,Goal Keeper
80,88,55,99,4,Goal Keeper
83,91,54,93,17,Goal Keeper
81,96,54,96,20,Goal Keeper
89,100,58,90,12,Goal Keeper
84,97,60,98,11,Goal Keeper
98,87,52,96,7,Goal Keeper
90,95,51,99,14,Goal Keeper
84,96,57,97,0,Goal Keeper
94,94,53,96,17,Goal Keeper
94,87,52,96,3,Goal Keeper
90,94,55,92,14,Goal Keeper
96,97,60,97,18,Goal Keeper
86,97,58,97,9,Goal Keeper
96,82,51,97,2,Goal Keeper
100,82,50,95,8,Goal Keeper
97,84,54,99,6,Goal Keeper
96,81,59,98,20,Goal Keeper
96,96,58,97,0,Goal Keeper
95,91,58,98,9,Goal Keeper
87,93,57,95,0,Goal Keeper
88,93,60,92,4,Goal Keeper
98,80,51,92,1,Goal Keeper
81,93,58,98,11,Goal Keeper
93,87,56,99,15,Goal Keeper
86,81,50,92,19,Goal Keeper
80,83,54,100,18,Goal Keeper
89,85,59,95,9,Goal Keeper
94,95,55,95,16,Goal Keeper
91,86,51,97,5,Goal Keeper
99,88,55,97,19,Goal Keeper
83,93,54,92,3,Goal Keeper
97,97,51,99,3,Goal Keeper
95,81,57,90,1,Goal Keeper
89,100,51,97,4,Goal Keeper
87,83,53,97,9,Goal Keeper
88,84,52,94,3,Goal Keeper
88,82,55,100,2,Goal Keeper
89,81,51,95,8,Goal Keeper
97,87,57,91,12,Goal Keeper
81,80,53,91,2,Goal Keeper
97,96,57,90,16,Goal Keeper
80,80,56,99,11,Goal Keeper
89,92,54,94,5,Goal Keeper
87,87,60,95,18,Goal Keeper
94,91,52,93,17,Goal Keeper
85,87,58,99,0,Goal Keeper
96,96,57,96,3,Goal Keeper
81,89,60,92,8,Goal Keeper
90,92,57,100,19,Goal Keeper
82,92,58,96,5,Goal Keeper
91,83,58,100,16,Goal Keeper
86,83,53,90,13,Goal Keeper
97,93,57,99,3,Goal Keeper
80,96,57,92,20,Goal Keeper
95,98,50,91,11,Goal Keeper
88,93,54,90,0,Goal Keeper
95,82,56,100,19,Goal Keeper
94,87,60,90,16,Goal Keeper
92,91,55,96,8,Goal Keeper
82,98,58,93,10,Goal Keeper
94,84,59,97,18,Goal Keeper
85,81,60,96,2,Goal Keeper
84,81,52,91,17,Goal Keeper
94,91,54,97,6,Goal Keeper
99,88,50,97,3,Goal Keeper
97,85,56,100,13,Goal Keeper
94,88,56,92,6,Goal Keeper
82,95,59,91,2,Goal Keeper
86,92,55,97,9,Goal Keeper
88,83,52,98,6,Goal Keeper
86,95,53,91,11,Goal Keeper
88,93,54,100,12,Goal Keeper
95,97,56,90,14,Goal Keeper
85,98,51,91,7,Goal Keeper
96,87,54,92,20,Goal Keeper
83,89,55,94,18,Goal Keeper
80,80,51,96,13,Goal Keeper
100,93,56,95,5,Goal Keeper
98,82,57,96,1,Goal Keeper
100,92,50,90,0,Goal Keeper
96,86,50,96,5,Goal Keeper
80,85,51,99,11,Goal Keeper
91,83,56,99,0,Goal Keeper
97,92,60,96,5,Goal Keeper
84,87,58,97,12,Goal Keeper
80,97,54,99,16,Goal Keeper
92,85,55,95,20,Goal Keeper
83,92,50,92,1,Goal Keeper
91,91,52,100,20,Goal Keeper
88,95,55,98,6,Goal Keeper
89,95,59,90,11,Goal Keeper
99,96,55,100,14,Goal Keeper
97,91,57,100,10,Goal Keeper
85,95,58,91,17,Goal Keeper
81,83,57,92,4,Goal Keeper
83,90,51,91,17,Goal Keeper
83,99,51,100,8,Goal Keeper
96,86,56,92,18,Goal Keeper
96,89,56,92,19,Goal Keeper
98,96,54,100,20,Goal Keeper
86,91,52,91,4,Goal Keeper
87,88,57,98,2,Goal Keeper
95,90,50,90,17,Goal Keeper
98,97,53,95,20,Goal Keeper
93,94,52,99,14,Goal Keeper
95,86,50,96,14,Goal Keeper
87,84,55,94,0,Goal Keeper
83,96,54,97,12,Goal Keeper
93,85,51,92,2,Goal Keeper
82,82,56,91,14,Goal Keeper
94,99,54,100,1,Goal Keeper
90,85,51,99,2,Goal Keeper
95,93,54,99,16,Goal Keeper
85,82,56,94,11,Goal Keeper
81,98,53,100,4,Goal Keeper
100,85,50,99,16,Goal Keeper
86,90,56,98,12,Goal Keeper
90,84,55,93,10,Goal Keeper
88,83,52,92,13,Goal Keeper
95,96,51,93,9,Goal Keeper
81,82,59,92,14,Goal Keeper
84,97,54,96,8,Goal Keeper
98,96,57,92,11,Goal Keeper
95,96,54,95,15,Goal Keeper
96,85,52,98,6,Goal Keeper
99,93,58,90,20,Goal Keeper
99,100,56,98,1,Goal Keeper
86,96,58,97,3,Goal Keeper
99,97,57,93,10,Goal Keeper
80,94,52,100,17,Goal Keeper
96,93,54,98,12,Goal Keeper
98,89,57,99,1,Goal Keeper
86,87,51,93,13,Goal Keeper
85,84,55,91,6,Goal Keeper
96,88,55,97,12,Goal Keeper
85,99,57,92,12,Goal Keeper
84,100,57,93,16,Goal Keeper
97,82,60,100,13,Goal Keeper
98,94,60,94,15,Goal Keeper
97,87,51,94,17,Goal Keeper
96,88,50,95,10,Goal Keeper
98,80,59,96,18,Goal Keeper
86,81,56,99,17,Goal Keeper
81,83,53,92,5,Goal Keeper
87,89,53,95,16,Goal Keeper
97,88,52,94,11,Goal Keeper
96,99,50,100,5,Goal Keeper
94,100,53,92,15,Goal Keeper
99,89,58,93,3,Goal Keeper
96,90,52,94,3,Goal Keeper
94,94,54,92,1,Goal Keeper
83,93,52,98,16,Goal Keeper
84,87,53,100,12,Goal Keeper
93,88,58,92,17,Goal Keeper
96,95,58,93,0,Goal Keeper
96,90,60,98,12,Goal Keeper
96,86,50,99,8,Goal Keeper
94,84,57,94,1,Goal Keeper
99,89,54,100,9,Goal Keeper
80,92,51,93,17,Goal Keeper
91,98,57,100,1,Goal Keeper
85,81,57,98,0,Goal Keeper
100,91,54,91,17,Goal Keeper
95,84,52,93,18,Goal Keeper
83,100,60,100,15,Goal Keeper
87,97,58,93,4,Goal Keeper
97,85,53,90,10,Goal Keeper
86,94,57,96,5,Goal Keeper
97,83,60,97,16,Goal Keeper
84,95,60,100,16,Goal Keeper
89,99,50,91,18,Goal Keeper
89,90,50,95,2,Goal Keeper
84,80,60,96,0,Goal Keeper
87,84,58,97,8,Goal Keeper
100,85,51,92,18,Goal Keeper
94,89,59,97,2,Goal Keeper
84,87,51,99,18,Goal Keeper
96,84,52,93,19,Goal Keeper
99,90,59,98,1,Goal Keeper
86,91,60,95,0,Goal Keeper
81,100,50,96,19,Goal Keeper
92,82,57,98,19,Goal Keeper
86,80,58,97,3,Goal Keeper
95,93,52,96,6,Goal Keeper
98,96,55,90,1,Goal Keeper
96,91,60,94,6,Goal Keeper
84,100,59,96,1,Goal Keeper
92,88,59,94,12,Goal Keeper
97,92,53,91,7,Goal Keeper
89,100,56,90,7,Goal Keeper
93,90,53,99,15,Goal Keeper
91,94,59,90,17,Goal Keeper
88,85,52,90,9,Goal Keeper
99,93,50,98,12,Goal Keeper
92,97,59,100,0,Goal Keeper
91,94,60,98,7,Goal Keeper
93,87,59,93,7,Goal Keeper
93,80,54,96,18,Goal Keeper
84,92,59,95,3,Goal Keeper
99,99,60,94,8,Goal Keeper
90,83,56,91,7,Goal Keeper
88,87,53,99,5,Goal Keeper
80,98,55,94,11,Goal Keeper
89,100,58,91,1,Goal Keeper
93,88,54,91,7,Goal Keeper
95,89,60,94,7,Goal Keeper
99,80,51,100,1,Goal Keeper
91,84,56,92,20,Goal Keeper
93,93,57,94,9,Goal Keeper
83,92,60,93,8,Goal Keeper
94,89,52,91,15,Goal Keeper
94,80,50,92,18,Goal Keeper
89,100,51,92,7,Goal Keeper
86,82,56,91,13,Goal Keeper
97,99,55,94,11,Goal Keeper
100,88,54,94,13,Goal Keeper
90,95,59,99,6,Goal Keeper
93,91,51,96,18,Goal Keeper
82,81,50,97,7,Goal Keeper
98,87,59,93,4,Goal Keeper
90,83,51,100,18,Goal Keeper
84,98,52,96,10,Goal Keeper
92,94,50,93,6,Goal Keeper
92,96,54,92,10,Goal Keeper
95,86,51,93,20,Goal Keeper
95,93,52,92,19,Goal Keeper
80,85,52,94,11,Goal Keeper
92,92,57,97,13,Goal Keeper
93,91,57,95,6,Goal Keeper
98,83,56,92,5,Goal Keeper
97,92,53,99,15,Goal Keeper
87,100,52,95,16,Goal Keeper
97,96,51,95,18,Goal Keeper
91,99,50,95,12,Goal Keeper
82,89,53,90,8,Goal Keeper
95,85,54,98,17,Goal Keeper
89,99,53,96,13,Goal Keeper
100,81,51,97,9,Goal Keeper
92,88,50,96,11,Goal Keeper
86,92,57,96,17,Goal Keeper
89,93,58,91,3,Goal Keeper
93,86,55,95,11,Goal Keeper
88,83,53,98,5,Goal Keeper
97,96,59,100,15,Goal Keeper
100,97,54,91,15,Goal Keeper
93,81,56,92,20,Goal Keeper
91,91,56,99,19,Goal Keeper
83,96,53,92,17,Goal Keeper
88,100,56,97,12,Goal Keeper
89,97,58,99,13,Goal Keeper
81,100,51,96,0,Goal Keeper
85,87,54,94,1,Goal Keeper
90,92,52,92,8,Goal Keeper
84,100,59,95,5,Goal Keeper
88,99,52,99,18,Goal Keeper
89,89,52,92,9,Goal Keeper
85,100,51,100,18,Goal Keeper
86,93,51,98,3,Goal Keeper
98,85,59,99,15,Goal Keeper
88,97,59,97,11,Goal Keeper
89,90,60,90,11,Goal Keeper
84,98,58,96,2,Goal Keeper
84,90,51,91,18,Goal Keeper
98,81,57,99,16,Goal Keeper
81,80,60,100,14,Goal Keeper
99,80,52,94,15,Goal Keeper
87,91,57,90,15,Goal Keeper
94,86,53,99,17,Goal Keeper
100,85,59,100,15,Goal Keeper
93,92,54,99,9,Goal Keeper
95,84,59,94,14,Goal Keeper
99,93,60,99,3,Goal Keeper
93,98,52,98,16,Goal Keeper
83,84,60,91,15,Goal Keeper
87,92,58,91,7,Goal Keeper
89,97,54,96,8,Goal Keeper
83,93,51,96,17,Goal Keeper
97,88,53,99,17,Goal Keeper
94,88,55,90,9,Goal Keeper
82,95,53,95,11,Goal Keeper
88,84,53,99,20,Goal Keeper
86,96,50,95,8,Goal Keeper
83,99,52,100,16,Goal Keeper
83,97,51,100,2,Goal Keeper
89,87,57,98,2,Goal Keeper
89,86,55,93,11,Goal Keeper
95,88,55,94,4,Goal Keeper
91,97,55,96,11,Goal Keeper
88,92,59,96,12,Goal Keeper
97,92,54,91,19,Goal Keeper
80,100,60,93,11,Goal Keeper
82,96,58,93,19,Goal Keeper
83,99,55,91,5,Goal Keeper
82,82,56,93,16,Goal Keeper
81,93,52,99,8,Goal Keeper
90,100,56,93,13,Goal Keeper
89,96,53,96,11,Goal Keeper
100,90,54,96,16,Goal Keeper
80,93,51,98,19,Goal Keeper
91,91,50,90,13,Goal Keeper
98,85,58,93,12,Goal Keeper
80,98,58,92,2,Goal Keeper
92,89,53,97,13,Goal Keeper
93,95,53,93,17,Goal Keeper
87,86,52,99,3,Goal Keeper
84,92,51,91,17,Goal Keeper
81,89,60,96,12,Goal Keeper
80,82,56,92,11,Goal Keeper
80,87,60,90,9,Goal Keeper
100,98,51,97,2,Goal Keeper
88,98,59,91,13,Goal Keeper
83,91,51,93,11,Goal Keeper
98,97,58,91,6,Goal Keeper
80,87,57,92,20,Goal Keeper
81,95,51,98,2,Goal Keeper
82,94,53,99,19,Goal Keeper
96,86,55,94,6,Goal Keeper
87,81,51,98,14,Goal Keeper
82,82,56,100,4,Goal Keeper
93,100,56,96,13,Goal Keeper
94,98,57,93,0,Goal Keeper
97,92,53,98,9,Goal Keeper
96,95,58,96,2,Goal Keeper
91,84,53,98,17,Goal Keeper
91,88,57,100,19,Goal Keeper
97,97,54,92,6,Goal Keeper
90,98,51,94,6,Goal Keeper
89,81,52,97,3,Goal Keeper
82,85,51,93,15,Goal Keeper
97,84,58,96,0,Goal Keeper
99,81,53,98,7,Goal Keeper
100,89,50,99,18,Goal Keeper
86,91,60,93,12,Goal Keeper
86,99,53,91,17,Goal Keeper
89,95,56,98,18,Goal Keeper
83,83,50,99,17,Goal Keeper
95,96,55,91,8,Goal Keeper
80,81,55,99,13,Goal Keeper
83,88,58,98,9,Goal Keeper
80,84,58,95,12,Goal Keeper
94,80,51,100,8,Goal Keeper
91,81,54,90,3,Goal Keeper
93,81,56,90,12,Goal Keeper
93,91,56,94,1,Goal Keeper
97,94,56,96,7,Goal Keeper
96,91,57,98,13,Goal Keeper
100,81,58,98,16,Goal Keeper
81,99,55,98,4,Goal Keeper
97,86,56,92,4,Goal Keeper
89,84,58,91,2,Goal Keeper
89,87,60,95,8,Goal Keeper
89,88,54,91,16,Goal Keeper
90,96,57,100,16,Goal Keeper
91,96,60,95,4,Goal Keeper
96,100,57,98,17,Goal Keeper
92,97,53,99,6,Goal Keeper
82,93,50,93,5,Goal Keeper
82,94,55,97,2,Goal Keeper
93,87,56,91,4,Goal Keeper
100,97,50,93,20,Goal Keeper
95,81,52,96,16,Goal Keeper
88,81,54,93,17,Goal Keeper
81,89,56,92,19,Goal Keeper
99,95,59,98,10,Goal Keeper
92,89,56,96,18,Goal Keeper
91,82,54,98,0,Goal Keeper
80,93,50,93,13,Goal Keeper
80,91,54,98,12,Goal Keeper
90,97,56,99,1,Goal Keeper
87,91,53,95,8,Goal Keeper
85,88,55,92,3,Goal Keeper
93,90,54,98,14,Goal Keeper
96,84,59,93,14,Goal Keeper
94,91,55,96,17,Goal Keeper
94,89,57,97,8,Goal Keeper
99,81,55,95,18,Goal Keeper
94,87,57,98,11,Goal Keeper
100,97,58,100,10,Goal Keeper
86,92,53,95,3,Goal Keeper
100,91,58,98,15,Goal Keeper
89,92,58,90,3,Goal Keeper
98,96,60,93,14,Goal Keeper
99,90,53,99,6,Goal Keeper
88,84,60,93,18,Goal Keeper
93,86,52,96,7,Goal Keeper
95,96,60,96,16,Goal Keeper
88,83,51,91,1,Goal Keeper
84,99,58,95,16,Goal Keeper
88,91,56,96,13,Goal Keeper
87,81,55,97,11,Goal Keeper
86,94,55,99,14,Goal Keeper
92,83,57,98,8,Goal Keeper
83,97,50,90,13,Goal Keeper
85,98,55,98,8,Goal Keeper
82,83,54,98,19,Goal Keeper
87,92,56,93,1,Goal Keeper
90,81,56,95,6,Goal Keeper
92,81,55,94,18,Goal Keeper
96,84,58,96,15,Goal Keeper
95,85,57,90,17,Goal Keeper
88,95,56,98,18,Goal Keeper
81,86,58,90,15,Goal Keeper
89,87,54,99,5,Goal Keeper
98,92,52,92,12,Goal Keeper
83,98,57,99,2,Goal Keeper
83,85,60,97,5,Goal Keeper
90,92,57,96,5,Goal Keeper
92,90,59,100,15,Goal Keeper
87,85,53,94,5,Goal Keeper
93,97,51,94,15,Goal Keeper
96,91,57,95,9,Goal Keeper
100,88,57,94,1,Goal Keeper
81,94,60,99,7,Goal Keeper
86,84,58,100,14,Goal Keeper
97,87,50,96,8,Goal Keeper
97,91,53,90,12,Goal Keeper
89,98,53,100,7,Goal Keeper
93,83,54,95,2,Goal Keeper
96,87,59,96,18,Goal Keeper
88,82,55,97,20,Goal Keeper
92,90,55,99,11,Goal Keeper
98,95,50,91,0,Goal Keeper
90,93,54,97,6,Goal Keeper
95,92,54,94,8,Goal Keeper
80,100,60,92,1,Goal Keeper
98,93,53,90,10,Goal Keeper
89,99,50,98,16,Goal Keeper
97,81,60,91,9,Goal Keeper
91,100,51,94,18,Goal Keeper
84,80,54,99,18,Goal Keeper
96,90,55,93,0,Goal Keeper
80,98,57,92,10,Goal Keeper
90,100,57,92,18,Goal Keeper
98,83,53,95,1,Goal Keeper
98,82,52,100,17,Goal Keeper
89,92,52,92,0,Goal Keeper
94,86,52,97,13,Goal Keeper
89,83,59,98,20,Goal Keeper
99,100,59,99,4,Goal Keeper
88,91,50,96,11,Goal Keeper
81,91,59,97,3,Goal Keeper
95,86,53,99,9,Goal Keeper
97,86,51,91,14,Goal Keeper
94,89,58,97,0,Goal Keeper
85,93,56,100,5,Goal Keeper
88,94,51,90,3,Goal Keeper
100,95,55,99,7,Goal Keeper
91,90,55,93,14,Goal Keeper
95,88,60,93,11,Goal Keeper
82,95,51,99,19,Goal Keeper
80,98,57,95,0,Goal Keeper
83,95,51,96,15,Goal Keeper
86,91,50,90,8,Goal Keeper
100,81,53,98,3,Goal Keeper
91,94,55,94,0,Goal Keeper
93,97,56,100,4,Goal Keeper
90,92,54,96,4,Goal Keeper
100,94,58,98,15,Goal Keeper
84,80,60,94,10,Goal Keeper
82,99,52,94,20,Goal Keeper
90,100,55,96,10,Goal Keeper
93,95,57,93,5,Goal Keeper
91,97,60,90,0,Goal Keeper
83,81,59,95,14,Goal Keeper
92,86,57,94,8,Goal Keeper
100,86,51,90,7,Goal Keeper
84,88,52,100,2,Goal Keeper
82,89,53,92,20,Goal Keeper
90,100,53,93,20,Goal Keeper
85,83,53,98,17,Goal Keeper
84,100,51,95,9,Goal Keeper
81,94,56,100,1,Goal Keeper
89,82,59,90,16,Goal Keeper
81,98,56,95,14,Goal Keeper
89,85,51,94,12,Goal Keeper
98,84,53,100,17,Goal Keeper
96,88,54,93,19,Goal Keeper
100,80,59,95,15,Goal Keeper
88,90,51,92,9,Goal Keeper
81,92,54,97,4,Goal Keeper
89,82,52,93,4,Goal Keeper
99,96,52,99,19,Goal Keeper
84,81,54,90,0,Goal Keeper
87,93,54,92,18,Goal Keeper
91,81,57,98,2,Goal Keeper
97,99,60,91,15,Goal Keeper
97,86,53,99,1,Goal Keeper
84,92,56,95,5,Goal Keeper
85,92,53,100,2,Goal Keeper
86,99,59,99,4,Goal Keeper
88,80,51,94,10,Goal Keeper
94,82,54,95,16,Goal Keeper
91,96,54,92,8,Goal Keeper
81,80,57,94,12,Goal Keeper
85,87,55,99,11,Goal Keeper
92,83,58,94,19,Goal Keeper
88,93,57,99,3,Goal Keeper
89,96,57,95,4,Goal Keeper
85,89,58,94,8,Goal Keeper
100,85,51,91,12,Goal Keeper
92,91,56,94,4,Goal Keeper
84,81,56,94,15,Goal Keeper
94,84,60,91,0,Goal Keeper
84,85,60,98,12,Goal Keeper
96,94,57,93,2,Goal Keeper
83,98,60,98,7,Goal Keeper
92,98,51,95,17,Goal Keeper
95,86,53,92,4,Goal Keeper
82,90,50,99,11,Goal Keeper
84,85,59,97,10,Goal Keeper
99,90,59,95,15,Goal Keeper
83,99,51,92,9,Goal Keeper
83,84,57,91,7,Goal Keeper
99,99,56,98,16,Goal Keeper
85,93,54,100,19,Goal Keeper
82,93,60,91,5,Goal Keeper
92,95,51,90,15,Goal Keeper
92,87,52,96,12,Goal Keeper
99,88,55,90,15,Goal Keeper
91,100,52,100,20,Goal Keeper
83,92,54,92,11,Goal Keeper
92,82,56,95,10,Goal Keeper
87,82,59,97,10,Goal Keeper
100,89,56,95,5,Goal Keeper
83,98,53,99,10,Goal Keeper
87,83,54,92,12,Goal Keeper
87,82,57,91,10,Goal Keeper
89,97,57,96,16,Goal Keeper
96,90,57,94,0,Goal Keeper
87,83,56,100,16,Goal Keeper
97,82,58,90,12,Goal Keeper
80,97,54,100,15,Goal Keeper
88,100,57,94,15,Goal Keeper
94,99,50,91,8,Goal Keeper
87,85,54,96,17,Goal Keeper
85,87,52,90,9,Goal Keeper
84,90,52,99,16,Goal Keeper
83,88,55,92,5,Goal Keeper
91,99,54,90,1,Goal Keeper
87,88,56,100,15,Goal Keeper
89,88,56,97,16,Goal Keeper
94,85,55,90,9,Goal Keeper
98,94,56,99,19,Goal Keeper
84,99,57,93,7,Goal Keeper
87,95,59,97,7,Goal Keeper
81,85,53,96,2,Goal Keeper
86,89,51,97,1,Goal Keeper
85,84,51,100,10,Goal Keeper
87,82,51,91,16,Goal Keeper
81,86,59,90,18,Goal Keeper
81,87,52,93,4,Goal Keeper
82,91,55,97,18,Goal Keeper
85,82,57,99,16,Goal Keeper
82,97,60,97,2,Goal Keeper
94,91,53,91,20,Goal Keeper
87,85,51,98,12,Goal Keeper
82,87,60,94,13,Goal Keeper
97,91,60,96,9,Goal Keeper
98,97,56,100,4,Goal Keeper
95,93,57,94,15,Goal Keeper
84,87,50,96,20,Goal Keeper
90,97,56,100,0,Goal Keeper
98,80,51,96,4,Goal Keeper
95,88,59,91,7,Goal Keeper
88,87,59,96,20,Goal Keeper
84,95,52,99,2,Goal Keeper
93,88,57,100,3,Goal Keeper
81,84,58,96,14,Goal Keeper
93,92,54,98,17,Goal Keeper
86,83,50,91,1,Goal Keeper
84,99,52,100,20,Goal Keeper
94,99,59,91,5,Goal Keeper
80,93,50,91,3,Goal Keeper
93,86,53,97,5,Goal Keeper
92,88,57,99,5,Goal Keeper
84,99,51,99,8,Goal Keeper
92,88,50,99,4,Goal Keeper
94,93,51,91,14,Goal Keeper
89,96,51,90,20,Goal Keeper
85,85,58,90,4,Goal Keeper
91,80,52,94,0,Goal Keeper
85,83,50,98,0,Goal Keeper
87,81,50,100,1,Goal Keeper
87,97,53,95,10,Goal Keeper
82,87,58,96,8,Goal Keeper
80,92,59,92,17,Goal Keeper
92,85,53,100,15,Goal Keeper
99,85,57,91,18,Goal Keeper
84,85,58,95,19,Goal Keeper
86,99,53,93,3,Goal Keeper
95,91,60,96,5,Goal Keeper
89,91,55,100,9,Goal Keeper
80,82,50,96,16,Goal Keeper
93,98,58,94,16,Goal Keeper
91,80,60,94,2,Goal Keeper
98,84,53,95,5,Goal Keeper
95,86,52,95,20,Goal Keeper
100,86,55,100,0,Goal Keeper
80,100,50,90,5,Goal Keeper
84,83,53,100,20,Goal Keeper
100,86,52,96,8,Goal Keeper
85,95,58,100,16,Goal Keeper
84,85,55,94,5,Goal Keeper
95,86,57,93,7,Goal Keeper
88,94,55,90,14,Goal Keeper
95,96,51,90,5,Goal Keeper
84,83,59,91,11,Goal Keeper
85,83,57,91,8,Goal Keeper
83,94,55,92,0,Goal Keeper
91,87,51,91,7,Goal Keeper
93,87,54,97,8,Goal Keeper
87,85,53,95,19,Goal Keeper
80,100,57,95,9,Goal Keeper
100,94,60,98,6,Goal Keeper
84,86,60,96,20,Goal Keeper
88,95,51,93,5,Goal Keeper
84,80,58,90,6,Goal Keeper
90,88,52,90,4,Goal Keeper
80,89,59,91,10,Goal Keeper
90,89,59,96,9,Goal Keeper
91,89,52,100,1,Goal Keeper
98,90,57,95,10,Goal Keeper
88,99,53,96,9,Goal Keeper
82,91,56,100,4,Goal Keeper
94,94,54,97,2,Goal Keeper
81,97,56,100,9,Goal Keeper
85,86,51,95,10,Goal Keeper
97,92,55,91,7,Goal Keeper
84,86,60,93,13,Goal Keeper
100,92,55,93,9,Goal Keeper
93,93,56,91,15,Goal Keeper
100,96,60,96,0,Goal Keeper
89,91,50,93,12,Goal Keeper
93,90,51,99,3,Goal Keeper
87,88,58,94,7,Goal Keeper
95,83,56,94,6,Goal Keeper
93,98,58,100,19,Goal Keeper
96,89,52,90,9,Goal Keeper
100,90,60,94,9,Goal Keeper
83,84,50,91,8,Goal Keeper
86,83,57,90,19,Goal Keeper
89,84,52,93,18,Goal Keeper
93,95,57,97,9,Goal Keeper
95,82,56,96,11,Goal Keeper
86,92,56,92,12,Goal Keeper
98,94,58,92,0,Goal Keeper
95,86,55,95,1,Goal Keeper
98,87,50,98,1,Goal Keeper
96,100,56,93,2,Goal Keeper
88,84,51,95,3,Goal Keeper
82,89,58,92,5,Goal Keeper
94,85,54,93,5,Goal Keeper
84,80,56,91,16,Goal Keeper
90,85,50,95,9,Goal Keeper
90,99,60,90,6,Goal Keeper
84,85,55,94,12,Goal Keeper
97,98,51,97,2,Goal Keeper
97,84,60,90,19,Goal Keeper
98,100,53,93,10,Goal Keeper
92,86,60,99,5,Goal Keeper
87,95,51,99,11,Goal Keeper
91,93,55,94,2,Goal Keeper
86,93,53,96,9,Goal Keeper
81,96,59,91,15,Goal Keeper
92,87,55,99,4,Goal Keeper
89,90,59,99,18,Goal Keeper
80,81,54,100,10,Goal Keeper
83,91,57,98,19,Goal Keeper
84,100,52,99,17,Goal Keeper
94,94,60,98,6,Goal Keeper
83,95,56,92,3,Goal Keeper
94,89,60,96,13,Goal Keeper
97,96,52,98,5,Goal Keeper
